entry_i,exit_i,ret,win,is_sample
2928,2940,0.0013187162213245261,1,0
2941,2953,0.001785368010156628,1,0
2954,2966,0.001889069058601979,1,0
2967,2979,0.0014969117830550432,1,0
2980,2992,0.0018466610657783115,1,0
2993,3005,0.006702908217795215,1,0
3075,3087,0.00445191704484407,1,0
3088,3100,0.005515625279566688,1,0
3101,3113,0.0043616495242910355,1,0
3114,3126,0.004324891351125048,1,0
3127,3139,0.005770414789534934,1,0
3140,3152,0.010750391136446106,1,0
3153,3165,0.0001489095629087756,1,0
3166,3178,-0.0009840229325975374,0,0
3179,3191,-0.0020050122403416845,0,0
3192,3204,-0.0004096280151474074,0,0
3205,3217,-0.0012029906472425535,0,0
3218,3230,0.00392596582917385,1,0
3375,3387,-0.000210336625560163,0,0
3388,3400,0.0002716307413494971,1,0
3401,3413,0.0004350682014439822,1,0
3414,3426,0.00020534001184154666,1,0
3427,3439,0.00031314242331060096,1,0
3440,3452,0.0017954239009533093,1,0
3454,3466,-0.0011047732324900987,0,0
3468,3480,-0.0015763251524719478,0,0
3481,3493,0.0003524111150550336,1,0
3494,3506,-0.0010942096858326945,0,0
3507,3519,0.0005009409715352453,1,0
3520,3532,0.005549715127452234,1,0
3975,3987,0.0024672979568731114,1,0
3988,4000,-6.223199996282266e-05,0,0
4001,4013,0.0008997369701912049,1,0
4014,4026,-0.001361752627852349,0,0
4027,4039,-0.0011477424461490914,0,0
4040,4052,-0.0004036264643413668,0,0
4125,4137,0.008351710932045113,1,0
4138,4150,0.0010795693916657986,1,0
4151,4163,0.004081383428503743,1,0
4164,4176,-0.006545796449474149,0,0
4177,4189,0.0017131300263635448,1,0
4190,4202,-0.006741253329829944,0,0
4350,4362,0.00022059188753210902,1,0
4363,4375,0.00028481203458475385,1,0
4376,4388,-3.872303301637528e-05,0,0
4389,4401,3.986477921297466e-05,1,0
4402,4414,0.0007759776761959479,1,0
4415,4427,-0.001169113606241048,0,0
