entry_i,exit_i,ret,win,is_sample
3101,3119,0.007130112195686939,1,0
3120,3138,0.005705305631788963,1,0
3144,3162,0.00969673749854149,1,0
3166,3184,-0.0006380970392469941,0,0
3185,3203,-0.00036963117527415656,0,0
3207,3225,0.000170179744686468,1,0
3303,3321,-0.009196577349789185,0,0
3332,3350,-0.016985071449121678,0,0
3358,3376,0.006094329309473883,1,0
3378,3396,0.0006581779309669039,1,0
3404,3422,0.0005345660885720791,1,0
3424,3442,5.532511740448582e-05,1,0
3445,3463,0.0029866083899464206,1,0
3468,3486,0.0004034499542479456,1,0
3492,3510,-0.001037475466101972,0,0
3514,3532,0.0051358334927614725,1,0
3533,3551,-0.007904483695977904,0,0
3571,3589,-0.01526251745252341,0,0
3603,3621,0.000491906530325442,1,0
3623,3641,-0.001878393268536086,0,0
3648,3666,-0.0033618043483607004,0,0
3670,3688,-0.0031655841198812915,0,0
3767,3785,0.002725257784664237,1,0
3788,3806,0.0032588744230665862,1,0
3808,3826,0.008329910411878312,1,0
3977,3995,0.0053497464641738416,1,0
3997,4015,0.0015911986684917947,1,0
4020,4038,0.0017417302969225546,1,0
4039,4057,0.004349970157585406,1,0
4060,4078,-0.0025365154010373635,0,0
4087,4105,-0.010794331351074042,0,0
4141,4159,0.003493550846941299,1,0
4169,4187,-0.0037398620459503733,0,0
4188,4206,-0.001219438295144827,0,0
4355,4373,0.0006014783631978489,1,0
4380,4398,0.0010451570659311717,1,0
4399,4417,0.0007886601538947345,1,0
4418,4436,0.00042822454621795417,1,0
