entry_i,exit_i,ret,win,is_sample
2927,2945,0.0026026700058137324,1,0
2946,2964,0.002899893143784802,1,0
2965,2983,0.0031551040970904873,1,0
2984,3002,0.008410354947606339,1,0
3075,3093,0.00816101526147028,1,0
3094,3112,0.0080242282477349,1,0
3113,3131,0.008503127226626678,1,0
3132,3150,0.015297841916388086,1,0
3151,3169,-0.0007948172537670145,0,0
3170,3188,-0.0012887946420340997,0,0
3190,3208,-0.0013327909655731697,0,0
3209,3227,0.006694583333618085,1,0
3376,3394,-7.96015638715083e-05,0,0
3395,3413,-0.0005933259763419663,0,0
3414,3432,0.0009054361755289108,1,0
3433,3451,0.0011291001579113872,1,0
3454,3472,-0.000519548848904928,0,0
3473,3491,0.00037975268771070774,1,0
3492,3510,-0.001037475466101972,0,0
3511,3529,0.009957065496860738,1,0
3979,3997,0.0016465145757288352,1,0
3998,4016,0.0017665283679859953,1,0
4017,4035,0.007190307507844503,1,0
4036,4054,0.0012695614665838872,1,0
4126,4144,0.0008734676657439547,1,0
4145,4163,0.003744980885480598,1,0
4164,4182,0.000980710866330101,1,0
4183,4201,-0.00020764326304438486,0,0
4351,4369,0.0004522255821904739,1,0
4370,4388,0.0010554456666822002,1,0
4389,4407,0.0007209431953979356,1,0
4408,4426,0.008023736135365559,1,0
