entry_i,exit_i,ret,win,is_sample
1033,1037,-7.844954925718663e-05,0,0
1076,1080,0.0007246077776529804,1,0
1099,1103,0.0017088882877336962,1,0
1129,1133,0.0012753452042605236,1,0
1153,1157,0.0010123388712260245,1,0
1165,1169,0.0007763349002836057,1,0
1207,1211,0.0009948575275234108,1,0
1213,1217,0.00011028667437511285,1,0
1231,1235,0.0027420029367217907,1,0
1243,1247,0.0031705088768600297,1,0
1268,1272,-0.0007948866064541423,0,0
1293,1297,0.0017819210821832373,1,0
1298,1302,0.0008881228650465917,1,0
1382,1386,-0.002955313131811696,0,0
1423,1427,0.0030672465129083625,1,0
1435,1439,0.0012152342968832304,1,0
1447,1451,0.0016203154437942078,1,0
1453,1457,0.002767927860140746,1,0
1459,1463,0.0028501668447947865,1,0
1471,1475,0.0009668663164152059,1,0
1495,1499,0.0016295875517830676,1,0
1507,1511,0.0006513657087206446,1,0
