entry_bar,exit_bar,direction,net_ret_pct,win
3065,3083,SHORT,-2.786,0
3162,3180,SHORT,-0.573,0
3419,3437,SHORT,-0.391,0
3649,3667,SHORT,0.169,1
3674,3692,SHORT,0.266,1
3699,3717,SHORT,0.688,1
3718,3736,SHORT,0.688,1
3739,3757,SHORT,0.621,1
4218,4236,SHORT,0.243,1
4242,4260,SHORT,0.243,1
4263,4281,SHORT,0.074,1
4469,4487,SHORT,0.087,1
4491,4499,SHORT,-0.032,0
