,mean_abs_IC,max_abs_IC,IC_IR,pct_pos_IC,score
1,0.06626364712001656,0.11608090919181115,1.4987886149886622,13.953488372093023,0.5059845898949692
2,0.09258261813156886,0.1600868370997492,1.5466361176009749,9.30232558139535,0.5422995117660268
3,0.11058536810449034,0.18950410884783644,1.5818055318334874,9.30232558139535,0.5677351653718586
4,0.12317455961648256,0.20410734040812883,1.6190909609719846,9.30232558139535,0.5881360361814624
5,0.13103292285132204,0.21744724222174766,1.548524289549506,9.30232558139535,0.5735631967348623
6,0.14153904387862126,0.23003576805224543,1.5120872956132605,11.627906976744185,0.5704028642337379
7,0.15176872906639277,0.2432859987383222,1.4843163003012914,11.627906976744185,0.5698364543712483
8,0.16078981243938587,0.2540054735582445,1.4681609102323574,9.30232558139535,0.571644274001049
9,0.17009472971137055,0.26754908408267036,1.4594380436769077,9.30232558139535,0.5763885947752917
10,0.17601969850077975,0.27751810364725327,1.4532979946028743,11.627906976744185,0.5795028683607029
11,0.1822705639205511,0.28697693304539545,1.4376862227917695,11.627906976744185,0.5798365354068855
12,0.18973268782914943,0.29888903504758424,1.4287760347638236,11.627906976744185,0.5832769613532386
13,0.19868360930796214,0.31698157279499123,1.4357881205821,13.953488372093023,0.5934745553876093
14,0.2026188957611745,0.3278392503979072,1.4481398737605773,11.627906976744185,0.6013192600883418
15,0.20295344497411788,0.3320854855296772,1.4263054590093753,11.627906976744185,0.595785457295807
16,0.20064339789963379,0.3295828661515856,1.3973676095943175,13.953488372093023,0.5854485550584292
17,0.2002304214332506,0.3285241920126943,1.386741726290144,13.953488372093023,0.5818425670062073
18,0.19652599609646945,0.3236044462867622,1.3591526006320995,13.953488372093023,0.570729667495217
19,0.18980035535251802,0.3155373585832806,1.3220164405740975,13.953488372093023,0.5546125815651444
20,0.18596103426986052,0.3134069549149803,1.3032985869332174,11.627906976744185,0.5466514841978916
21,0.1843029788560847,0.30983846959872546,1.2992898196149623,11.627906976744185,0.5439061292322761
22,0.18339775219872348,0.30391057042990854,1.2952066702190752,11.627906976744185,0.5410429912510659
23,0.18165471091457103,0.30231383909612897,1.274685889547894,11.627906976744185,0.5336958901408795
24,0.17954372426586754,0.3063478628570972,1.2557075705463256,11.627906976744185,0.5277537058682509
25,0.17539334227241177,0.3064916349813743,1.247846172944172,11.627906976744185,0.5233488500157324
26,0.17021133220482404,0.3053374700648841,1.2216627032748315,13.953488372093023,0.5126719710978384
27,0.16404556405023388,0.3052971397398405,1.193245311071188,13.953488372093023,0.5010558032944414
28,0.16112739370869802,0.3087625586939306,1.1821603892657062,13.953488372093023,0.49696432537284696
29,0.15973963142292663,0.31186406423612434,1.1874950777828142,11.627906976744185,0.49849115189353244
30,0.15780259369627278,0.3128226514357919,1.1826106436410397,11.627906976744185,0.49624902022760675
