entry_time,exit_time,direction,entry,exit,sl,target,pnl,result,strategy
2026-03-25 15:04:00+05:30,2026-03-25 15:06:00+05:30,LONG,53819.45,53742.85,53742.85,53972.65,-76.6,SL,BankNifty|1m|S06_ORB
2026-03-25 15:08:00+05:30,2026-03-25 15:29:00+05:30,LONG,53723.55,53689.95,53632.44,53905.78,-33.6,EOD,BankNifty|1m|S06_ORB
2026-03-27 09:20:00+05:30,2026-03-27 10:54:00+05:30,SHORT,52839.8,52567.14,52976.13,52567.14,272.66,TP,BankNifty|1m|S06_ORB
2026-03-27 10:56:00+05:30,2026-03-27 11:28:00+05:30,SHORT,52590.45,52482.87,52644.24,52482.87,107.58,TP,BankNifty|1m|S06_ORB
2026-03-27 11:30:00+05:30,2026-03-27 11:33:00+05:30,SHORT,52455.65,52496.16,52496.16,52374.62,-40.52,SL,BankNifty|1m|S06_ORB
2026-03-27 11:35:00+05:30,2026-03-27 11:39:00+05:30,SHORT,52501.7,52543.26,52543.26,52418.58,-41.56,SL,BankNifty|1m|S06_ORB
2026-03-27 11:41:00+05:30,2026-03-27 12:17:00+05:30,SHORT,52557.05,52454.81,52608.17,52454.81,102.24,TP,BankNifty|1m|S06_ORB
2026-03-27 12:19:00+05:30,2026-03-27 12:21:00+05:30,SHORT,52442.1,52478.63,52478.63,52369.05,-36.52,SL,BankNifty|1m|S06_ORB
2026-03-27 12:23:00+05:30,2026-03-27 12:25:00+05:30,SHORT,52484.3,52520.26,52520.26,52412.38,-35.96,SL,BankNifty|1m|S06_ORB
2026-03-27 12:27:00+05:30,2026-03-27 12:29:00+05:30,SHORT,52566.2,52608.72,52608.72,52481.16,-42.52,SL,BankNifty|1m|S06_ORB
2026-03-27 12:31:00+05:30,2026-03-27 12:42:00+05:30,SHORT,52550.4,52600.02,52600.02,52451.16,-49.62,SL,BankNifty|1m|S06_ORB
2026-03-27 12:44:00+05:30,2026-03-27 12:50:00+05:30,SHORT,52577.05,52623.21,52623.21,52484.74,-46.16,SL,BankNifty|1m|S06_ORB
2026-03-27 12:52:00+05:30,2026-03-27 13:17:00+05:30,SHORT,52599.95,52653.39,52653.39,52493.08,-53.44,SL,BankNifty|1m|S06_ORB
2026-03-27 13:19:00+05:30,2026-03-27 13:32:00+05:30,SHORT,52650.85,52564.46,52694.05,52564.46,86.39,TP,BankNifty|1m|S06_ORB
2026-03-27 13:34:00+05:30,2026-03-27 14:05:00+05:30,SHORT,52572.1,52482.83,52616.74,52482.83,89.27,TP,BankNifty|1m|S06_ORB
2026-03-27 14:07:00+05:30,2026-03-27 14:13:00+05:30,SHORT,52463.8,52505.89,52505.89,52379.63,-42.08,SL,BankNifty|1m|S06_ORB
2026-03-27 14:15:00+05:30,2026-03-27 14:27:00+05:30,SHORT,52502.95,52413.05,52547.9,52413.05,89.9,TP,BankNifty|1m|S06_ORB
2026-03-27 14:29:00+05:30,2026-03-27 14:34:00+05:30,SHORT,52431.3,52353.16,52470.37,52353.16,78.14,TP,BankNifty|1m|S06_ORB
2026-03-27 14:36:00+05:30,2026-03-27 14:40:00+05:30,SHORT,52355.75,52277.55,52394.85,52277.55,78.2,TP,BankNifty|1m|S06_ORB
2026-03-27 14:42:00+05:30,2026-03-27 14:42:00+05:30,SHORT,52289.8,52335.76,52335.76,52197.88,-45.96,SL,BankNifty|1m|S06_ORB
2026-03-27 14:44:00+05:30,2026-03-27 15:07:00+05:30,SHORT,52340.5,52240.57,52390.47,52240.57,99.93,TP,BankNifty|1m|S06_ORB
2026-03-27 15:09:00+05:30,2026-03-27 15:29:00+05:30,SHORT,52281.9,52337.26,52337.26,52171.18,-55.36,SL,BankNifty|1m|S06_ORB
