entry_bar,exit_bar,direction,net_ret_pct,win
1037,1041,SHORT,-0.173,0
1047,1051,SHORT,-0.731,0
1118,1122,SHORT,-0.734,0
1138,1142,SHORT,-0.068,0
1229,1233,SHORT,0.426,1
1234,1238,SHORT,0.426,1
1239,1243,SHORT,0.426,1
1244,1248,SHORT,0.426,1
1249,1253,SHORT,-0.029,0
1405,1409,SHORT,0.129,1
1410,1414,SHORT,0.129,1
1415,1419,SHORT,0.129,1
1420,1424,SHORT,0.129,1
1435,1439,SHORT,-0.043,0
1480,1484,SHORT,0.167,1
1486,1490,SHORT,0.038,1
1491,1495,SHORT,0.266,1
1496,1499,SHORT,-0.038,0
