entry_bar,exit_bar,direction,net_ret_pct,win
1009,1021,SHORT,1.197,1
1030,1042,SHORT,0.15,1
1046,1058,SHORT,-0.044,0
1189,1201,SHORT,-3.369,0
1229,1241,SHORT,1.469,1
1247,1259,SHORT,0.866,1
1347,1359,SHORT,-1.108,0
1413,1425,SHORT,0.419,1
1479,1491,SHORT,0.573,1
1496,1499,SHORT,-0.038,0
