entry_bar,exit_bar,direction,net_ret_pct,win
1019,1023,SHORT,-0.672,0
1043,1047,SHORT,0.362,1
1073,1077,SHORT,-0.009,0
1142,1146,SHORT,0.012,1
1147,1151,SHORT,0.035,1
1221,1225,SHORT,0.002,1
1229,1233,SHORT,0.426,1
1237,1241,SHORT,0.426,1
1247,1251,SHORT,1.067,1
1344,1348,SHORT,0.233,1
