entry_bar,exit_bar,direction,net_ret_pct,win
1038,1042,SHORT,-0.295,0
1047,1051,SHORT,-0.731,0
1139,1143,SHORT,-0.382,0
1228,1232,SHORT,0.426,1
1233,1237,SHORT,0.426,1
1238,1242,SHORT,0.426,1
1243,1247,SHORT,0.426,1
1248,1252,SHORT,0.429,1
1259,1263,SHORT,-0.393,0
1318,1322,SHORT,0.709,1
