entry_i,exit_i,ret,win,is_sample
978,982,0.0013143530723444623,1,0
983,987,0.0017119194934601795,1,0
988,992,0.0020055064172695984,1,0
993,997,0.0013865516402022803,1,0
998,1002,0.00398385532761362,1,0
1031,1035,0.004402959506633181,1,0
1036,1040,0.005046205255325688,1,0
1041,1045,0.00509972231022229,1,0
1046,1050,0.012646795958150544,1,0
1138,1142,-0.00039286632160948065,0,0
1143,1147,-0.0003443250960927474,0,0
1148,1152,0.0005205328415298302,1,0
1160,1164,-0.001894202210195181,0,0
1174,1178,0.0010601619442368012,1,0
1326,1330,-0.00026276436820654454,0,0
1332,1336,0.0021066057428812623,1,0
1337,1341,-0.00530187546203965,0,0
1342,1346,0.005664594309155555,1,0
1347,1351,-0.012184758835172713,0,0
1382,1386,-0.0037203831763805294,0,0
1387,1391,0.0009998333231462046,1,0
1392,1396,4.025703825304714e-05,1,0
1397,1401,0.00011814724501899303,1,0
1464,1468,2.5225903670597584e-05,1,0
1469,1473,9.132583323092562e-05,1,0
1474,1478,0.0014837999993595678,1,0
